Company,Role,Clean Location,Minimum Experience,Maximum Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8
accenture solutions pvt ltd,big data analysis tool and techniques application developer,['bangalore'],8,10,business process,data analysis,data management,rdbms,data analysis,consulting,data processing,data mining
affine,"data engineer(python/scala, big data)",['bangalore'],3,8,python,scala,big data,kafka,hdfs,aws,hive,spark
freshermart,big data engineer,['bangalore'],2,5,pdf,data science,cassandra,spark,infrastructure,php,management,open source
av5 media private limited,data engineer – azuredev ops (sp)_quess_global oil & gas co.bangalore,['bangalore'],5,10,storm,data engineering,cassandra,spark sql,kafka,azure databricks,data pipeline,sql
talpro,senior software engineer - big data/hadoop/python,['bangalore'],3,6,telecom,big data testing,shell scripting,oracle pcrf,hadoop,big data,unix os,perl
encora innovation labs india private limited,software data engineer,['bangalore'],5,7,it skills,java,python,testing,data science,aws,tableau,machine learning
cloudbc labs private limited,"aws / azure/ gcp data engineer, architect- h1b visa (must), usa,10+exp","['united states', 'delhi', 'bangalore']",10,20,microsoft azure,h1b visa,aws,java,data engineering,gcp,scala,snowflake
artech infosystems pvt. ltd.,azure big data engineer -dxc on artech payroll,['bangalore'],5,10,azure data factory,azure data lake storage,big data,microsoft azure,azure databricks,,,
m3bi india private limited,hiring for big data developer for bangalore location,['bangalore'],4,9,java,big data,,,,,,
career makers,machine learning scientist,"['bengaluru', 'bangalore']",5,8,it skills,java,python,software development,machine learning,matlab,c,data mining
global english india private limited,oracle master data applications engineer,['bangalore'],3,5,business process,data analysis,supply chain management,erp,data management,process improvement,continuous improvement,technical support
ab inbev gcc services india private limited,ab inbev is hiring for data engineer celonis,['bangalore'],6,10,process mining,machine learning,it delivery,celonis,azure data modelling,data engineer,,
sequretek it solutions pvt. ltd.,big data engineer,['bangalore'],4,8,it skills,machine learning,big data,unix,linux,data management,information security,agile
walmart labs,data analyst iii,['chennai'],4,8,looker,sql,verbal communications,cics,gcp,hive,tableau,db2
imgapti tech solutions pvt. ltd.,aws data engineer - bangalore,['bangalore'],6,11,redshift,aws,lambda,python,it skills,data engineering,aws lambda,amazon redshift
streamhub,data engineer,['bangalore'],1,4,cloud computing,architecture,gcp,machine learning,machine learning,mongodb,big data,data analysis
wonese india pvt ltd.,developer - big data,['bangalore'],3,4,development,code,data analysis,software,scala,developing,j2ee,sql
change leaders consulting,"sr. associate/consultant - data engineer (aws, spark , python )",['bangalore'],3,8,spark,aws,python,aws lambda,pyspark,sns,s3,lambda
webmobril staffing solutions llp,sr big data engineer,['bangalore'],4,6,python,kafka,spark,hive,sql,hdfs,hadoop architecture,python scripting
payu india,big data engineer,['bangalore'],2,7,computer science,data management,production support,javascript,information retrieval,perl,troubleshooting,data mining
hyrefox consultants private limited,etl/ big data test engineer,['bangalore'],4,8,teradata,etl,oracle,synapse,big data testing,sql,dwh,bi
catalyst,lead data/ business analyst - configuration management tools,['bangalore'],4,7,graphite,maven,jenkins,airflow,hive,nexus,ganglia,cacti
hrdevi talent acquisition,data engineer,['bangalore'],3,5,java,distribution systemx,scala,c developer,big data,lisp,,
huquo consulting pvt. ltd,senior data engineer - etl/functional programming,['bangalore'],6,9,java,microsoft azure,scala,big data,sql,data quality,functional programming,data architect
near pte. ltd.,"lead , data engineer",['bangalore'],6,9,core java,data science,cassandra,data analysis,data structures,data processing,product design,big data
mercedes benz,job opening for data engineer with mercedes-benz,['bangalore'],1,4,data engineering,power bi,tableau,it skills,cloud,microsoft azure,azure data factory,azure databricks
career makers,machine learning scientist,['bangalore'],5,10,matlab,python,java,software development,c,machine learning,data mining,perl
alphonso inc.,data engineer - alphonso,['bangalore'],8,13,computer science,statistical modeling,algorithms,map reduce,machine learning,hadoop,javascript,big data
ntt data,sfdc data science,['bangalore'],5,10,it skills,cloud,html,css,javascript,salesforce,automation,jquery
rockstar india,data analyst,['bangalore'],2,5,data analyst,,,,,,,
leadsoc technologies private limited,machine learning / data analytics,['bengaluru'],1,3,machine learning,data analysis,,,,,,
resource infinite,chief data officer,['bangalore'],15,18,business concepts,data management,bfsi,data analysis,healthcare,data quality,business intelligence,operations
teamware solutions,big data - amj,['bangalore'],3,5,it skills,java,big data,linux,networking,rdbms,debugging,consulting
rgf professional recruitment,sr . software engineer data domain,['noida'],1,6,automation,orchestration,data domain,architecture,design review,workflow,data quality,jira
kpro solutions,analytics & data science,['bangalore'],9,14,publishing,web technologies,sas,data science,spss,web content,data analysis,sql
astrazeneca pharma india ltd.,data architect,['chennai'],8,11,machine learning,data architect,information architect,dimension modeling,,,,
taylor & francis group,technical lead data & analytics,['bangalore'],10,12,erp,coding,mysql,technical lead,scrum,business intelligence,open source,sql
taylor & francis group,data engineering lead,['bangalore'],10,12,erp,coding,mysql,technical lead,scrum,business intelligence,open source,sql
taylor & francis group,big data lead,['bangalore'],10,12,erp,coding,mysql,technical lead,scrum,business intelligence,open source,sql
vtalentglobal,lead big data engineer,['bangalore'],5,10,python,c++,rdbms,apache,cosmos,yarn,data analysis,sql
saffron consultancy services(scs),java /big data developer,['bengaluru'],9,13,technical product configuration,c++,c,design,mysql,javascript,integration php,html
ezetap mobile solutions pvt. ltd.,data engineer,['bangalore'],1,3,etl,python,sql,it skills,data warehousing,data architecture,data integration,
robas research,market research data analyst,['bangalore'],2,5,bpo,usage,presales,market research,account management,sales process,research,rfq
menorah personnel management india private limited,data engineer,['bangalore'],6,11,computer science,personnel management,programming,data structures,system design,hardware,management,
appstek corp,azure data engineer,['bangalore'],3,10,it skills,java,j2ee,python,software development,testing,big data,c++
appstek corp,azure data engineer,['bangalore'],3,10,it skills,java,j2ee,python,software development,testing,big data,c++
bloom consulting services,visualization and data engineer,['bangalore'],2,5,data analysis,data analysis,tableau,operations,data management,business analysis,machine learning,data analysis
marc ellis consulting,consultant - risk data engineer,['bangalore'],5,10,it skills,test strategy,functional testing,system integration testing,consulting,test execution,agile,regression testing
telamon hr solutions,big data java engineer,['bangalore'],6,11,spring boot,min,spark,j2ee,big data,,,
indium software (india) limited,aws data engineer,['bangalore'],5,10,it skills,python,software development,big data,aws,nosql,renewable energy,machine learning
collabera technologies pvt. ltd.,data engineer: big data,['bangalore'],8,13,it skills,big data,data cleansing,cloud computing,nosql,pdf,ldap,staffing
collabera technologies pvt. ltd.,data engineer: big data with azure,['bangalore'],5,10,it skills,java,python,software development,cloud,devops,big data,artificial intelligence
varite,data integration engineer,['bangalore'],4,9,data validation,data management,master data management,data analysis,architectural design,test planning,data quality,system analysis
apex 2000 inc,azure data engineer / developer,['bengaluru'],6,10,machine learning,coding,query,cloud,power bi,informatica,ssis,sql
vimeo technologies private limited,data engineer,['bangalore'],3,5,coding,mysql,debugging,javascript,data structures,oracle,troubleshooting,data analysis
multi recruit,big data engineer,['bangalore'],6,10,telecom,maven,automation,agile,scrum,troubleshooting,jira,product support
quberoot analytics,data engineer,['bangalore'],3,8,data analysis,metadata,publishing,functions,bfsi,data analysis,healthcare,healthcare analytics
siemens limited,data engineer,['bengaluru'],4,7,business concepts,cloud services,workflow management,scala,siemens,infrastructure,big data,aws
parkar consulting group,big data developer parkar consulting & labs,['bangalore'],5,9,unix,data analysis,email,testing,sql,computer science,sql,scripting
happiest minds technologies pvt.ltd,data engineer,['bangalore'],3,6,scrum methodology,azure stack,aals,azure data lake,agile,etl - framework,azure api,microsoft azure
unravel,big data support engineer,['bangalore'],5,10,sales,focus,management,troubleshooting,big data,operations,yarn,enterprise software
people gamut,big data developer,['bangalore'],6,11,min,spark,scala,hadoop,cloud,openstack,big data,aws
ansr global corporation private limited,data engineer - java/javascript/python | lululemon,['bangalore'],4,9,java,tdd,javascript,data analysis,api automation,python,sql,
